,Q1,Q2,Q3,Q4,Q5,Q6,Q27,Q28,Q29,Q30,Q31,Q32,Q46,Q51,Q52,Q53,Q54,Q55,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q113,Q114,Q115,Q116,Q117,Q118,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q169,Q170,Q196,Q197,Q198,Q199,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Q238,Q239,Q253,Q254,Q255,Q256,Q257,Q258,Q259
pid_931,1,1,1,3,4,4,4,4,4,4,4,3,2,4,3,3,4,4,1,2,1,2,2,1,4,1,3,3,2,1,2,3,4,3,2,1,2,3,2,2,2,1,3,2,2,2,2,1,2,1,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,4,4,2,2,4,2,4,3,2,2,3,3,3,1,4,2,4,1,4,2,2,3,4,2,2,1
pid_1328,1,1,1,1,1,4,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,1,1,4,1,2,3,1,3,3,2,3,3,2,1,2,3,3,1,1,1,3,3,3,3,2,2,1,1,4,4,4,2,4,4,4,4,4,1,3,1,4,4,4,4,4,1,1,4,2,4,2,1,1,2,4,3,1,4,1,4,1,4,3,2,1,1,1,1,1
pid_581,1,1,1,1,1,2,1,4,2,4,4,3,2,4,4,4,4,4,1,2,1,2,2,2,1,1,4,4,4,1,2,3,2,3,3,2,3,2,1,1,1,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,2,2,1,2,1,3,4,1,2,4,1,3,4,4,3,4,3,2,3,2,2,1,4,4,4,1,4,1,1,1,1,1,1,1
pid_1802,1,2,2,1,1,4,3,4,4,4,4,1,2,4,4,2,2,4,1,4,2,4,2,3,4,3,3,4,1,4,3,4,4,4,3,1,3,4,4,1,1,2,3,3,3,3,3,2,1,3,3,3,4,2,2,4,3,1,1,1,4,2,4,4,4,4,4,2,3,3,1,3,3,3,1,2,4,4,1,4,1,4,1,4,3,3,3,2,4,3,1
pid_1518,1,3,3,1,1,4,2,1,1,1,1,4,2,4,4,4,4,4,1,4,3,4,3,4,3,1,4,4,4,1,2,4,4,4,4,4,4,1,2,4,4,4,4,2,3,3,3,2,4,1,4,4,4,4,4,4,4,3,4,2,1,2,2,1,1,1,1,1,4,4,1,2,4,4,2,4,3,1,1,1,4,2,1,4,2,1,4,3,1,4,4
pid_1282,1,1,1,1,1,1,1,2,2,4,4,1,1,4,4,4,4,4,1,1,1,2,2,1,1,1,4,4,3,1,1,3,1,4,2,3,1,2,1,1,1,1,2,2,2,2,3,2,3,1,4,4,4,4,4,4,4,4,3,2,3,3,2,4,1,1,2,1,3,4,4,4,4,2,2,3,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1
pid_255,1,1,1,1,1,4,3,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,1,4,2,2,4,1,3,3,2,3,3,2,1,2,3,3,1,1,1,3,3,2,2,2,1,1,1,4,3,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,1,1,4,1,4,2,2,1,3,4,4,1,4,1,4,1,4,3,3,2,2,3,2,2
pid_1031,1,2,2,2,1,1,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,1,1,2,3,1,2,2,2,3,3,2,1,1,3,2,1,1,1,2,3,3,2,2,2,2,1,4,4,4,4,4,4,4,2,3,2,3,2,4,4,2,4,4,1,1,4,3,3,3,1,1,3,3,2,1,4,1,4,1,4,2,2,1,2,1,1,2
pid_1556,1,1,1,1,1,1,1,4,4,4,4,4,2,4,2,4,4,4,1,2,2,2,1,2,2,2,2,4,1,4,3,3,3,4,2,1,2,3,3,1,1,1,3,3,3,3,3,2,1,3,2,3,2,2,3,3,2,2,1,1,2,1,4,4,4,4,4,1,2,4,1,3,3,4,1,1,4,4,1,4,1,4,1,4,3,2,1,2,2,2,1
pid_732,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,1,3,2,2,2,2,1,1,1,3,2,1,1,1,3,3,3,2,2,2,2,1,4,4,4,3,4,4,4,4,4,3,3,2,4,4,3,4,4,1,2,4,2,4,3,2,1,2,3,3,1,4,1,4,1,4,3,2,1,1,1,1,1
pid_164,1,1,1,2,1,4,1,4,4,4,4,4,3,2,4,2,2,4,1,2,1,3,2,2,3,2,3,2,2,2,2,3,3,4,2,2,2,3,2,3,2,1,3,3,3,3,2,2,3,2,3,4,4,4,3,3,4,1,1,2,4,3,4,4,1,2,4,3,2,4,2,3,3,2,2,4,3,3,1,4,2,4,1,4,2,1,3,3,1,2,4
pid_919,1,1,1,1,3,1,1,2,2,4,4,1,2,4,3,3,4,4,1,1,1,1,2,2,1,1,4,4,4,1,1,3,3,4,3,2,3,1,1,3,1,1,2,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,3,1,2,1,1,3,1,2,2,1,3,4,4,4,4,3,2,3,2,2,1,4,4,4,1,4,2,1,1,1,1,2,1
pid_1300,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,1,3,1,4,4,4,1,1,4,4,4,1,2,4,2,4,4,2,4,1,1,4,3,1,3,3,3,2,4,1,4,1,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,1,1,4,4,1,4,1,1,1,1,1,4,3
pid_399,1,2,1,1,4,4,3,4,4,4,4,4,2,4,3,4,4,4,1,2,2,3,2,2,4,2,2,3,1,2,2,2,3,3,2,1,2,3,2,1,1,1,3,3,3,3,2,2,2,3,4,4,4,3,4,4,4,4,4,1,2,1,4,4,3,4,4,1,2,4,2,4,3,2,1,2,3,3,1,4,2,4,1,4,3,2,2,3,2,3,2
pid_1667,1,1,1,1,1,4,1,4,4,4,4,4,3,4,3,4,4,4,1,2,1,2,1,2,4,1,2,3,1,3,3,2,3,4,2,1,2,3,2,1,1,1,3,3,3,2,2,2,1,3,4,4,3,2,4,4,3,1,1,1,1,1,4,4,4,4,4,1,3,3,1,3,2,2,1,2,4,3,1,4,1,4,1,4,3,3,3,4,3,3,2
pid_403,1,1,1,1,1,4,2,4,4,4,4,2,3,4,2,4,4,4,1,2,1,2,1,2,4,2,1,2,1,4,3,2,3,4,2,1,2,3,3,1,1,1,3,3,3,3,2,2,1,3,3,3,2,1,3,3,2,1,1,1,1,1,4,4,4,4,4,1,3,3,1,3,2,3,1,1,4,3,1,4,1,4,1,4,4,3,2,3,3,2,2
pid_1980,1,1,1,1,2,4,1,4,4,4,4,2,3,2,3,2,4,4,1,2,1,2,1,2,4,2,2,3,1,2,2,2,4,3,2,1,2,3,3,1,1,1,3,3,2,2,2,1,1,2,4,4,4,3,4,4,2,1,1,1,2,1,4,4,4,4,4,1,2,3,2,3,3,1,1,2,3,4,1,4,1,4,1,4,4,2,1,1,2,2,1
pid_957,1,1,1,3,1,4,3,4,4,4,4,4,3,4,2,3,4,4,2,3,2,3,2,2,4,2,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,4,4,2,3,3,2,1,1,1,1,1,4,4,2,4,4,2,3,4,4,3,3,3,2,2,3,3,1,3,2,4,1,4,3,2,3,3,3,3,3
pid_1629,1,1,1,2,1,3,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,1,1,4,2,2,4,1,2,2,2,4,2,2,1,2,3,2,1,1,1,2,2,2,3,2,1,1,1,4,4,4,3,4,4,3,4,4,2,4,1,4,4,3,4,4,1,2,4,2,3,3,2,1,2,3,3,1,4,1,4,1,4,3,2,2,2,1,2,1
pid_1783,1,1,1,2,1,4,1,4,3,4,4,2,1,4,4,4,4,4,1,2,1,2,2,3,4,1,3,3,2,1,2,3,4,4,3,3,3,2,2,4,1,1,3,2,2,2,3,1,4,1,4,4,4,4,4,4,4,4,1,4,4,2,3,4,1,1,2,1,2,4,4,4,4,3,2,3,3,2,1,2,4,4,1,4,2,1,1,1,1,2,3
pid_1864,1,2,1,2,1,1,1,4,3,4,2,4,1,4,4,4,4,4,1,2,1,2,3,3,1,1,2,2,2,1,1,3,3,2,2,1,1,2,1,1,2,1,3,3,3,3,3,1,3,1,4,4,4,4,4,4,4,2,4,2,2,2,2,4,1,1,4,1,1,4,2,4,2,2,1,4,2,2,1,4,1,4,1,4,2,1,1,1,1,2,3
pid_1019,1,1,1,2,2,2,1,3,4,4,4,1,1,4,4,4,4,4,1,2,2,3,2,3,2,2,3,3,2,2,2,2,3,3,2,1,2,2,2,4,2,1,2,2,2,2,2,2,2,1,4,4,4,3,4,4,3,2,2,2,2,3,4,4,1,3,4,2,2,4,3,3,2,2,1,3,3,2,1,4,2,4,1,4,2,1,1,1,1,2,2
pid_1530,1,1,1,2,2,2,1,4,3,4,4,1,1,4,4,4,4,4,1,1,1,1,1,2,1,1,4,4,2,1,1,2,2,3,1,2,2,1,1,3,1,1,2,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,4,3,4,2,4,4,1,1,4,1,3,4,1,3,4,2,4,3,3,3,1,4,3,4,1,4,1,1,1,1,1,2,1
pid_754,1,1,1,1,1,4,1,4,4,4,4,4,3,4,3,4,4,4,1,2,1,3,1,1,4,2,2,3,1,4,3,3,4,3,2,1,2,3,3,1,1,1,3,3,3,3,2,1,1,3,4,4,3,4,4,4,2,2,1,1,2,1,4,4,4,4,4,1,3,3,1,3,3,3,1,2,4,4,1,4,1,4,1,4,3,3,1,1,2,2,1
pid_233,1,2,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,2,2,2,2,4,2,2,3,1,3,2,2,3,3,2,1,2,3,2,1,1,1,3,3,2,2,2,2,2,1,4,4,4,2,4,4,4,2,2,1,2,2,4,4,3,4,4,1,2,4,3,4,2,1,1,2,3,4,1,4,1,4,1,4,3,2,1,2,1,2,1
pid_1057,1,1,1,1,1,4,3,4,4,4,4,4,3,4,2,4,4,4,1,3,2,3,2,2,4,2,2,3,1,4,3,3,4,4,2,1,3,4,3,1,1,1,3,3,3,3,3,1,1,3,4,4,4,1,4,4,3,1,1,1,1,1,4,4,4,4,4,1,1,3,1,4,4,1,1,2,4,4,1,4,1,4,1,4,3,3,2,4,3,3,2
pid_987,1,1,1,1,1,1,3,4,4,4,4,1,1,4,4,4,4,4,1,2,1,3,2,1,1,1,2,4,2,2,2,3,4,3,2,1,1,3,3,1,1,1,3,3,3,2,2,2,1,1,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,1,1,3,2,3,2,1,1,2,3,3,1,4,1,4,1,4,3,1,1,1,1,4,1
pid_1404,1,1,2,3,1,1,1,3,2,4,4,1,1,4,4,4,4,4,1,1,1,1,2,1,1,1,4,3,2,1,1,3,3,3,2,3,2,1,1,2,1,1,2,2,2,2,3,1,2,1,4,4,4,4,4,4,4,4,4,2,3,4,1,2,1,2,4,1,2,4,3,4,4,2,4,4,2,2,1,4,2,4,1,4,2,1,1,1,1,3,4
pid_660,1,3,1,1,2,4,2,4,4,4,4,4,3,4,2,4,4,4,2,3,3,4,2,2,4,2,2,4,1,3,2,3,3,3,2,1,2,4,3,1,2,1,3,3,3,3,2,2,1,3,3,4,4,2,4,4,3,4,4,1,1,1,4,4,4,4,4,1,3,2,4,4,3,3,1,2,4,4,1,4,1,4,1,4,3,3,3,3,2,3,2
pid_307,1,1,1,1,3,1,1,1,1,2,2,1,1,4,4,4,4,4,1,2,1,3,3,3,1,1,4,4,4,1,1,4,1,4,3,3,3,1,2,4,3,1,3,2,2,3,3,2,4,1,4,4,4,4,4,4,4,4,4,2,2,3,1,1,1,1,2,1,4,4,1,3,4,4,3,3,2,2,1,2,4,4,1,4,1,1,1,1,1,1,3
pid_1163,1,4,3,3,3,4,3,2,1,1,1,4,4,2,1,1,2,3,2,4,3,4,4,4,4,1,4,4,4,1,3,4,4,4,4,4,4,3,3,4,4,3,3,3,4,3,4,1,4,4,2,2,4,4,2,2,2,1,1,1,1,1,4,4,1,1,1,4,4,4,4,2,4,4,1,2,4,1,1,2,4,2,1,4,4,1,4,4,3,4,4
pid_27,1,1,1,2,3,4,1,4,4,4,4,2,2,4,4,4,4,4,1,2,1,2,2,2,3,1,2,3,1,3,3,2,4,3,2,1,2,3,2,3,1,1,3,3,3,3,2,1,2,1,4,4,4,2,4,4,3,2,3,2,4,2,4,4,3,4,4,2,2,4,2,3,3,2,1,2,4,3,1,4,2,4,1,4,3,2,2,2,2,2,2
pid_349,1,1,1,2,1,4,2,4,2,4,4,4,1,4,4,4,4,4,1,2,1,2,2,3,4,1,4,4,4,1,3,4,4,4,4,3,3,2,2,4,2,2,3,2,3,3,3,1,3,1,4,3,4,4,4,4,4,3,2,4,3,3,4,4,1,1,1,2,4,4,4,3,4,3,3,3,3,1,1,4,4,4,1,4,2,1,1,1,1,3,2
pid_1950,1,1,1,1,4,4,3,4,4,4,4,2,1,4,4,4,4,4,1,2,2,3,2,2,4,2,2,3,1,3,3,2,3,3,2,1,1,3,2,1,1,1,3,3,3,3,2,1,1,1,4,4,4,3,4,4,4,4,4,1,3,2,4,4,4,4,4,1,1,4,2,4,2,2,1,2,3,3,1,4,2,4,1,4,3,2,1,3,2,2,2
pid_69,1,1,2,1,1,1,1,2,1,2,2,2,4,4,2,3,4,4,1,3,3,4,3,4,1,1,4,4,4,1,2,3,3,4,3,3,3,2,2,4,3,3,3,3,3,3,3,1,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,3,2,4,1,1,2,4,4,1,4,3,1,2,2,1,3,4
pid_863,1,1,1,2,2,3,1,4,4,4,4,1,4,4,2,2,4,4,1,3,2,3,2,3,1,1,2,3,1,3,2,2,3,3,2,2,2,3,3,2,1,1,3,3,3,3,2,2,2,3,4,4,3,3,4,4,4,1,1,1,1,1,4,4,2,4,4,2,2,4,1,3,2,2,1,2,3,3,1,4,1,4,1,4,3,2,3,3,1,1,3
pid_784,1,2,1,2,2,4,3,4,4,4,4,4,3,4,2,2,4,4,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,2,3,3,4,4,2,4,4,2,1,1,1,1,1,4,4,4,4,4,2,2,4,2,4,3,2,2,2,3,3,1,4,2,4,1,4,3,3,3,4,3,3,4
pid_579,1,1,1,1,1,4,1,4,4,4,4,4,3,4,2,2,4,4,2,3,2,3,1,2,4,3,2,3,1,4,3,2,4,4,2,1,2,4,3,1,1,1,3,3,3,3,2,2,1,3,2,2,2,2,2,3,2,1,1,1,1,1,4,4,4,4,4,1,1,2,1,3,2,3,1,1,4,4,1,4,2,4,1,4,4,3,3,3,3,3,2
pid_1087,1,1,1,1,1,4,3,4,4,4,4,4,2,3,4,3,4,4,1,1,1,1,1,1,4,1,2,4,1,3,2,2,3,4,2,1,2,4,3,1,1,1,3,3,2,2,2,1,2,1,4,4,4,2,4,4,3,2,1,1,3,2,4,4,4,4,4,1,1,4,1,4,2,1,1,2,4,4,1,4,2,4,1,4,3,2,2,2,2,2,2
pid_1234,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,2,4,2,2,2,1,3,2,2,2,2,2,1,1,3,3,1,1,1,3,3,2,2,2,1,1,1,4,4,4,2,4,4,4,3,1,2,4,3,4,4,4,4,4,1,1,4,1,4,2,2,1,2,3,3,1,4,3,4,1,4,3,2,1,1,1,2,1
pid_2042,1,1,1,2,1,4,2,4,4,4,4,3,3,4,4,4,4,4,1,2,1,3,2,2,4,2,2,2,2,3,2,2,3,3,2,1,1,3,2,1,1,1,2,3,2,2,2,1,1,1,4,4,4,3,4,4,4,2,2,1,3,2,4,4,4,4,4,1,2,4,3,4,2,1,1,3,3,3,1,4,2,4,1,4,3,2,2,2,2,3,3
pid_1753,1,1,4,1,1,4,1,4,1,1,1,4,3,2,2,2,2,4,1,3,2,3,2,3,4,1,4,4,4,1,2,4,2,4,4,2,4,2,2,1,3,2,3,2,3,3,3,3,4,3,2,3,4,4,2,1,4,1,1,1,2,2,4,4,1,1,1,1,4,4,4,2,4,4,2,2,3,1,1,1,2,2,1,4,2,1,3,3,1,4,2
pid_537,3,4,1,2,3,4,3,4,4,4,4,2,3,4,4,3,4,4,2,2,2,2,1,2,4,3,2,4,1,3,3,2,3,3,2,2,1,4,3,1,1,1,3,3,3,3,2,2,1,2,3,3,2,2,3,4,4,2,4,1,3,2,4,4,4,4,4,2,2,4,1,4,2,1,1,2,4,3,1,4,1,4,1,4,4,2,4,4,3,3,3
pid_1382,1,2,1,2,1,4,1,4,4,4,4,4,4,2,2,2,2,4,2,3,2,3,2,2,4,2,3,4,2,3,3,3,4,4,3,2,3,3,3,1,2,2,3,3,3,2,2,1,2,3,2,3,4,2,3,4,2,1,1,1,1,1,4,4,4,4,4,1,3,3,2,3,3,3,1,3,4,4,1,4,1,4,1,4,3,3,4,4,3,3,3
pid_1418,1,1,1,1,1,4,1,4,4,4,4,3,1,4,4,4,4,4,1,2,1,2,2,2,4,1,2,4,1,2,2,3,4,3,2,1,2,3,2,1,1,2,3,3,3,3,2,1,1,1,4,4,4,3,4,4,3,4,3,2,4,2,4,4,4,4,4,1,2,3,2,4,3,3,1,2,3,3,1,4,2,4,1,4,3,2,1,2,2,2,1
pid_1902,1,1,1,2,1,3,1,4,4,4,4,1,4,4,2,4,4,4,1,2,2,2,2,2,3,1,3,3,2,1,2,3,4,3,3,1,3,2,2,1,2,1,2,3,2,3,2,2,2,3,4,4,4,3,4,4,4,1,2,1,1,1,4,4,1,2,4,1,2,4,2,4,3,2,2,3,3,1,1,4,2,4,1,4,3,1,2,2,1,2,3
pid_481,1,2,2,2,1,1,1,1,1,4,2,1,3,4,2,2,4,4,2,3,2,3,3,3,1,1,4,4,4,1,2,4,4,4,3,3,3,2,2,4,2,2,3,2,3,3,4,2,4,3,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,4,4,4,4,2,2,1,1,1,4,4,4,1,4,3,1,2,2,1,4,4
pid_632,1,1,1,2,1,4,1,4,4,4,4,4,3,2,4,3,4,4,1,2,2,2,1,2,4,1,3,3,2,1,2,3,2,3,3,1,3,3,3,1,1,1,3,3,3,3,3,2,3,2,4,4,4,2,4,4,3,1,2,1,2,1,4,4,1,2,2,1,3,4,4,3,4,3,2,2,3,3,1,4,2,4,1,4,2,1,1,1,1,2,1
pid_1456,1,1,2,2,1,1,1,3,2,4,4,2,1,4,4,4,4,4,1,1,1,2,2,2,1,1,4,4,3,1,2,3,3,3,2,3,3,1,2,2,2,1,3,2,3,2,3,1,3,1,4,4,3,2,3,3,4,4,2,3,3,2,3,1,1,1,4,1,3,4,1,4,4,3,3,2,2,1,1,2,3,4,1,4,2,1,1,1,1,2,1
pid_1131,1,2,1,2,1,4,1,4,3,4,2,3,4,4,2,2,3,4,2,3,1,3,3,3,4,1,3,4,3,2,3,3,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,4,2,3,4,3,3,1,2,1,1,1,1,1,4,4,1,2,2,3,4,3,2,3,4,3,1,2,4,3,1,2,2,3,1,4,3,2,3,4,2,3,4
pid_75,1,1,1,2,1,2,1,4,4,4,4,3,1,4,4,4,4,4,1,2,2,3,2,3,2,2,2,3,1,2,2,2,2,3,2,1,2,3,3,1,1,1,2,3,3,2,2,1,2,1,4,4,4,3,4,4,4,2,2,2,3,2,4,4,1,2,4,2,2,4,3,4,3,2,1,3,3,3,1,4,2,4,1,4,2,2,1,2,1,3,1
pid_355,1,2,1,3,1,4,1,4,4,4,4,3,2,4,2,4,4,4,1,2,2,3,3,3,4,2,3,4,2,3,3,3,4,3,3,2,3,3,2,3,2,2,3,3,3,2,3,2,2,3,2,3,4,3,3,4,4,1,1,1,1,1,4,4,1,1,4,3,3,4,2,3,3,3,1,2,3,3,1,4,2,4,1,4,3,2,2,2,2,3,3
pid_1266,1,1,3,2,2,4,1,4,4,4,4,1,4,2,1,2,2,4,1,2,2,2,1,2,4,2,2,3,1,3,3,3,4,4,2,2,3,4,3,3,1,1,3,3,3,3,3,2,1,3,1,3,4,2,2,2,3,1,1,1,1,1,4,4,3,4,4,4,3,4,1,3,2,3,1,2,4,3,1,4,1,4,1,4,3,3,2,4,4,3,4
pid_798,1,1,1,1,2,4,2,4,4,4,4,1,2,4,4,4,4,4,1,2,1,2,1,1,4,4,2,3,1,3,3,3,4,3,1,1,2,4,3,1,1,1,3,3,2,2,2,1,1,1,4,4,4,3,4,4,4,4,1,1,3,2,4,4,4,4,4,1,2,4,1,4,3,2,1,2,4,3,1,4,1,4,1,4,3,3,1,1,3,1,1
pid_565,1,1,1,1,1,1,1,4,4,4,4,1,2,4,4,4,4,4,1,3,2,4,3,4,2,1,2,3,1,3,3,3,3,4,2,1,2,3,3,2,1,1,3,3,3,3,2,2,2,3,3,4,4,2,4,4,4,2,1,1,2,1,4,4,1,4,4,2,1,4,1,3,3,2,1,2,4,3,1,4,1,4,1,4,3,1,2,3,2,2,2
pid_2010,4,4,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,2,4,4,3,4,4,4,1,2,4,3,3,3,4,3,3,3,3,3,1,1,3,4,4,4,2,4,4,3,3,4,3,4,2,4,4,4,4,4,1,1,4,1,2,4,3,1,2,4,4,1,4,1,4,1,4,3,4,4,4,3,3,4
pid_1701,1,1,1,1,1,1,1,2,2,4,2,1,1,4,4,4,3,4,1,2,1,2,3,3,1,1,4,4,4,1,2,4,2,4,3,3,3,2,2,1,1,1,2,2,2,2,3,2,4,1,3,4,4,4,3,4,4,1,1,2,2,3,2,1,1,1,1,1,4,4,4,2,4,4,1,3,2,1,1,2,4,4,1,3,2,1,1,1,1,4,1
pid_1228,1,1,1,1,1,3,1,4,4,4,4,1,3,4,2,4,4,4,1,2,1,2,2,1,3,2,2,3,1,3,2,2,4,3,2,1,2,3,2,1,1,1,3,3,3,3,2,1,1,3,4,4,3,2,4,4,3,1,1,1,1,1,4,4,4,4,4,1,2,4,2,3,2,2,1,2,3,4,1,4,1,4,1,4,3,3,2,2,2,2,2
pid_831,1,3,1,1,3,2,1,1,1,1,1,1,4,4,2,4,4,4,2,4,4,4,4,4,2,1,4,4,4,1,3,4,2,4,4,4,4,3,2,4,4,3,3,3,3,3,3,3,4,3,2,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,4,2,4,1,4,4,2,1,4,1,1,2,4,3,1,4,3,1,4,2,1,4,4
pid_1486,1,1,1,1,1,1,1,4,4,4,4,4,2,3,3,2,4,4,1,2,1,2,2,2,1,2,2,3,1,3,3,3,2,3,2,1,2,3,3,1,1,1,3,3,3,3,2,2,2,2,2,3,2,2,2,3,3,3,1,2,4,2,4,4,4,4,4,1,3,3,2,3,2,3,1,2,3,4,1,4,2,4,1,4,3,2,1,1,2,2,1
pid_178,1,1,1,2,1,3,1,4,4,4,4,1,3,2,2,2,3,4,1,2,1,2,2,2,3,1,3,3,2,2,1,3,3,4,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,3,4,3,2,3,3,3,1,1,2,2,2,4,4,2,4,4,2,2,4,3,3,3,2,1,3,3,2,1,3,1,4,1,4,2,2,2,2,2,3,2
pid_905,1,2,1,2,1,4,2,3,4,4,4,4,4,2,2,1,4,4,1,2,1,3,2,3,4,1,3,3,2,2,2,2,4,4,3,2,3,3,2,1,2,1,3,3,3,3,3,2,3,3,1,3,4,3,2,2,4,4,1,1,1,1,4,4,1,2,4,2,3,4,1,3,4,3,1,3,3,2,1,4,2,4,1,4,3,2,4,4,3,2,3
pid_385,2,3,2,2,1,4,4,4,4,4,4,4,1,3,4,2,2,4,2,4,3,4,4,3,4,2,4,4,4,2,2,4,4,4,4,1,3,4,3,4,4,4,3,3,3,3,3,2,3,3,2,3,3,3,2,4,4,2,3,2,4,4,4,4,4,4,4,1,3,3,2,3,4,3,1,3,4,2,1,4,1,4,1,4,3,3,4,4,3,3,4
pid_1352,4,4,2,2,1,4,4,4,4,4,4,4,4,2,2,1,1,2,2,4,4,4,3,4,4,2,3,4,2,4,4,4,4,4,4,2,4,4,4,3,1,2,3,3,3,3,3,3,1,4,1,1,2,1,1,2,2,1,1,1,1,1,4,4,4,4,4,3,4,1,1,1,4,4,1,2,4,4,1,4,2,4,1,4,4,4,4,4,4,4,4
pid_136,1,1,1,2,1,4,1,4,3,4,4,3,2,4,3,4,4,4,1,1,1,2,2,2,2,1,3,4,2,1,2,3,3,3,2,2,3,2,2,1,1,1,3,3,3,2,3,2,3,3,3,4,4,4,4,4,4,1,1,1,2,2,4,4,1,2,4,2,2,4,3,4,3,3,3,3,3,2,1,3,2,4,1,4,2,1,1,2,1,2,1
pid_451,1,1,1,1,1,4,2,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,1,2,4,2,2,3,1,2,2,2,2,3,2,1,1,3,2,2,1,1,3,3,2,2,2,1,1,1,4,4,4,3,4,4,4,4,4,2,4,2,4,4,4,4,4,1,1,4,2,4,3,1,1,3,3,4,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_1635,1,2,2,1,1,2,1,4,1,4,2,4,3,4,2,4,4,4,1,4,2,4,3,4,2,1,4,4,4,1,1,4,3,4,4,1,3,1,1,1,3,4,3,3,3,3,3,2,4,3,4,4,4,3,4,4,4,1,1,1,1,1,4,3,1,1,1,1,4,4,4,2,4,4,4,1,4,1,1,2,1,4,1,4,3,1,2,1,1,1,1
pid_706,1,1,1,1,1,3,2,4,4,4,4,4,2,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,1,3,2,2,4,3,1,1,1,3,2,1,1,1,3,3,3,2,2,2,1,1,4,4,4,4,4,4,4,2,3,2,3,2,4,4,1,4,4,1,1,3,2,3,2,2,1,2,3,4,1,4,2,4,1,4,3,3,2,2,2,2,2
pid_1562,1,3,1,2,2,4,2,4,4,4,4,1,3,4,3,2,4,4,1,2,2,3,2,2,4,2,2,2,1,3,3,2,3,4,2,2,2,3,3,1,1,2,3,3,3,3,2,1,2,3,3,4,4,2,4,4,4,1,1,1,2,1,4,4,4,4,4,2,2,4,2,2,2,1,1,2,3,3,1,4,1,4,1,4,3,3,4,3,3,4,3
pid_1878,1,1,1,2,1,1,1,2,2,4,2,1,2,4,4,4,4,4,1,2,1,3,3,3,1,1,4,3,3,1,2,2,3,4,2,3,2,2,3,4,2,1,3,2,3,2,3,1,3,1,4,4,4,4,4,4,4,2,1,1,2,2,1,4,1,2,1,2,3,4,4,4,4,3,3,3,2,2,1,2,2,4,1,4,2,1,1,1,1,4,2
pid_1005,1,1,1,1,2,4,2,4,4,4,4,4,3,4,2,3,4,4,1,2,1,2,1,2,4,3,2,4,1,4,3,3,4,3,2,1,1,3,2,1,1,2,3,3,3,3,2,2,1,3,2,3,3,2,3,4,2,1,1,1,1,1,4,4,4,4,4,1,2,4,2,3,3,2,1,2,4,4,1,4,1,4,1,4,3,3,2,3,3,3,1
pid_261,1,1,1,1,1,2,1,2,2,4,2,2,2,4,4,4,4,4,1,3,2,3,2,3,2,1,4,3,4,1,2,4,3,3,4,2,3,2,2,4,2,2,3,3,3,3,3,2,3,1,4,4,4,4,4,4,4,2,2,2,2,2,3,4,1,2,2,1,3,4,2,3,4,3,2,3,3,2,1,4,4,4,1,4,3,1,1,2,1,3,3
